4000 0.000542611
8000 0.00110662
12000 0.00181883
16000 0.00249064
20000 0.0031795
24000 0.00380271
28000 0.00452502
32000 0.00535986
36000 0.00627961
40000 0.00686144
44000 0.00794433
48000 0.00875471
52000 0.00983436
56000 0.00985835
60000 0.0105369
64000 0.0113202
68000 0.012662
72000 0.0135297
76000 0.0156677
80000 0.01541
84000 0.0158228
88000 0.0163459
92000 0.0176643
96000 0.0186893
100000 0.0222093
