4000 0.0202305
8000 0.0804502
12000 0.183665
16000 0.322527
20000 0.514617
24000 0.722602
28000 0.986611
32000 1.29725
36000 1.63439
40000 2.0124
44000 2.47894
48000 3.01223
52000 3.58341
56000 4.11848
60000 4.94694
64000 5.77749
68000 6.44095
72000 6.54468
76000 7.26391
80000 8.07253
84000 8.97834
88000 9.75742
92000 10.659
96000 11.6281
100000 12.7689
