4000	0.000579804
8000	0.00131779
12000	0.00229372
16000	0.00270612
20000	0.00365903
24000	0.00482558
28000	0.00474053
32000	0.00578844
36000	0.0067071
40000	0.0077776
44000	0.00883548
48000	0.0101416
52000	0.0117433
56000	0.0105401
60000	0.0111434
64000	0.0121869
68000	0.0131459
72000	0.0142044
76000	0.0152194
80000	0.0168722
84000	0.0175694
88000	0.0187457
92000	0.019942
96000	0.02351
10000	0.0227443
