0 7.77e-07
4000 0.0519395
8000 0.0864695
12000 0.175698
16000 0.31289
20000 0.49014
24000 0.710223
28000 0.972609
32000 1.25875
36000 1.58594
40000 1.95939
44000 2.36729
48000 2.81483
52000 3.37176
56000 3.85695
60000 4.39304
64000 5.03746
68000 5.71308
72000 6.33126
76000 7.05677
80000 7.94725
84000 8.72867
88000 9.45811
92000 10.3368
96000 11.5426
100000 12.2493
