2 5.29e-07
4002 0.00844359
8002 0.0201902
12002 0.0442389
16002 0.0796954
20002 0.125143
24002 0.178163
28002 0.241666
32002 0.323182
36002 0.398717
40002 0.507325
44002 0.608934
48002 0.753339
52002 0.841661
56002 0.96651
60002 1.10245
64002 1.25634
68002 1.41451
72002 1.65026
76002 1.80969
80002 1.99927
84002 2.16096
88002 2.38359
92002 2.59741
96002 2.89457
